Fecha;anno;mes;dia;O3;MP10;CO;SO2;MP25;NO2;Tmedia;Tmax;Precipitaciones
80911;2008;9;11;10,5;53,75;0,354166;9,60666;31,5;#N/A;10,6;19,2;0
80912;2008;9;12;12,8333;111,917;0,716665;11,8992;62,75;#N/A;11,5;22,7;0
80913;2008;9;13;17,4167;95,0833;1,02917;9,71583;44,5;#N/A;13;24,6;0
80914;2008;9;14;21,5217;89,0416;1,11666;10,48;43,2916;#N/A;14,1;24,7;0
80915;2008;9;15;18;81,75;0,787498;13,3183;36,25;#N/A;15,5;27,6;0
80916;2008;9;16;19,6667;85,75;0,745832;8,62416;40,1818;#N/A;14,7;26;0
80917;2008;9;17;13,25;44,9166;0,195833;2,62;23,9583;#N/A;13,5;19,8;0
80918;2008;9;18;11,75;31,7917;0,145833;3,38416;23,9583;#N/A;12,7;14,9;0
80919;2008;9;19;19,3333;42,2083;0,295833;9,4975;26,5833;#N/A;12,3;22,2;0
80920;2008;9;20;22,2083;119,667;1,08333;5,895;48,7083;#N/A;14,8;26,6;0
80921;2008;9;21;22,7917;96;0,979166;9,60666;35,1666;#N/A;16,8;30,7;0
80922;2008;9;22;14,2857;38,5;0,15;3,74285;29,2778;#N/A;13,1;17,3;0
80923;2008;9;23;16,625;47,5416;0,104166;4,47583;25,5;#N/A;14,4;21;0
80924;2008;9;24;23,7273;74,0476;0,30909;10,2418;30,5714;#N/A;15,7;27,1;0
80925;2008;9;25;16,4737;69,8333;0,436841;5,51579;31,6111;#N/A;13,1;19,6;0,6
80926;2008;9;26;0;0;0;0;0;#N/A;11,9;16,5;0
80927;2008;9;27;22,125;32,1666;0,0999998;5,13083;13,625;#N/A;12,7;18,9;0
80928;2008;9;28;23,9167;37,5416;0,120833;6,11333;17,25;#N/A;13,4;20,9;0
80929;2008;9;29;22,75;44,3889;0,21;3,406;20,5789;#N/A;14,4;24,8;0,2
80930;2008;9;30;15,625;28,5833;0,0999998;2,62;15,7083;#N/A;10,9;12,2;0,1
81001;2008;10;1;18,7826;39,4583;0,130435;4,21478;6,9855;#N/A;12,8;20,8;0
81002;2008;10;2;17,4583;50,1666;0,3125;6,76833;20,9167;#N/A;12,5;20;0
81003;2008;10;3;14,6667;41,8333;0,0999998;3,6025;16,0833;#N/A;13,3;18,7;0
81004;2008;10;4;23,0417;59,5416;0,395833;4,14833;23,5417;#N/A;12,8;22;0
81005;2008;10;5;23,7083;52,7083;0,125;3,93;20,375;#N/A;14,2;22;0
81006;2008;10;6;21,875;57,5833;0,258333;7,205;23,2917;#N/A;16,9;28,5;0
81007;2008;10;7;25,5;63,7083;0,2375;7,205;25,9167;#N/A;16,9;27,4;0
81008;2008;10;8;18,1667;52,9166;0,1625;3,38416;23,0417;#N/A;13,8;22;0
81009;2008;10;9;20;60,9166;0,125;5,5675;28,0417;#N/A;15;23,9;0
81010;2008;10;10;11,9583;44,1666;0,133333;3,38416;22,7917;#N/A;12,4;19,2;0
81011;2008;10;11;11,875;46,3333;0,158333;2,83833;18;#N/A;12,8;17,2;0
81012;2008;10;12;16,6667;47,2916;0,708332;3,82083;22,0541;#N/A;12,2;17,8;0
81013;2008;10;13;12,1304;36,9545;0,13913;4,67043;11,7971;#N/A;12,1;16,6;0
81014;2008;10;14;20,0833;44,9166;0,141666;4,80333;18,4583;#N/A;12,6;21,3;0
81015;2008;10;15;22,3333;54,4166;0,358333;6,33166;22,5;#N/A;15,2;25;0
81016;2008;10;16;24,9167;64,4166;0,383332;6,76833;26,4583;#N/A;16,9;26,7;0
81017;2008;10;17;26,5833;70,2083;0,287499;8,515;29,5;#N/A;18,2;28,4;0
81018;2008;10;18;30,7917;77,8333;0,383332;6,76833;30,125;#N/A;19,5;28,9;0
81019;2008;10;19;25,7083;53,2083;0,308332;4,47583;20,6667;#N/A;18,8;28;0
81020;2008;10;20;17,7083;39,75;0,1125;5,02166;12,0417;#N/A;16,8;24,2;0
81021;2008;10;21;20,0417;42,9583;0,104166;4,47583;14,4167;#N/A;16;25;0
81022;2008;10;22;21,25;64,5416;0,1875;6,44083;21,75;#N/A;16,2;25,2;0
81023;2008;10;23;25,9167;62,8333;0,158333;8,29666;25,0833;#N/A;17,3;27,4;0
81024;2008;10;24;24,9583;62,1666;0,412499;7,75083;25,8333;#N/A;17;26;0
81025;2008;10;25;13,875;35,5833;0,404166;2,62;17,2917;#N/A;12,7;15,4;0
81026;2008;10;26;27;42,9166;0,225;4,80333;23,4583;#N/A;17,8;26,5;0
81027;2008;10;27;20,0833;46,2173;0,179166;3,38416;19,75;#N/A;15;22,1;0
81028;2008;10;28;21,25;31,125;0,108333;3,49333;12;#N/A;14,6;21,6;0
81029;2008;10;29;24,0417;48,0833;0,108333;7,5325;22,625;#N/A;16,8;27,4;0
81030;2008;10;30;22,9167;65,8333;0,241666;6,8775;29,3333;#N/A;16,9;25,4;0
81031;2008;10;31;22,25;45,7083;0,241666;4,69416;23,5833;#N/A;15,2;24,8;0
81101;2008;11;1;22,7083;38,375;0,0999998;3,16583;21,0417;#N/A;15,8;23,7;0
81102;2008;11;2;27,6667;41,125;0,108333;5,78583;21,375;#N/A;17,8;27,8;0
81103;2008;11;3;18,75;48,7083;0,1375;5,13083;22,375;#N/A;16,5;23,8;0
81104;2008;11;4;25,1667;57,25;0,125;4,9125;26;#N/A;18,1;28,5;0
81105;2008;11;5;21,75;52,875;0,129166;4,03917;21,4167;#N/A;17,6;27,4;0
81106;2008;11;6;20,3333;50,5;0,2375;4,47583;18,9583;#N/A;16,8;26,8;0
81107;2008;11;7;14,5;36,9583;0,0999998;2,62;16,5417;#N/A;15;20,7;0
81108;2008;11;8;19,9583;37,2916;0,104166;2,9475;16,5;#N/A;17,6;25,9;0
81109;2008;11;9;23,2083;43,6666;0,108333;3,6025;19,4167;#N/A;18,8;28,4;0
81110;2008;11;10;25,4167;47,0416;0,1375;5,45833;22;#N/A;21,3;31,2;0
81111;2008;11;11;27,4167;58,0416;0,129166;5,45833;26,25;#N/A;22;32;0
81112;2008;11;12;28,1667;63,6666;0,254166;7,09583;28,25;#N/A;20,9;32;0
81113;2008;11;13;21,125;55,0416;0,120833;2,83833;24,625;#N/A;16,1;26,3;0
81114;2008;11;14;17,75;33,25;0,158333;2,62;16,8333;#N/A;14,9;20;0
81115;2008;11;15;28,5417;35,2083;0,0999998;2,62;17,4583;#N/A;18,2;24,8;0
81116;2008;11;16;29,5;48,5833;0,220833;2,97214;25,0417;#N/A;19,5;29,6;0
81117;2008;11;17;28,7083;52,875;0,133333;4,2575;25,75;#N/A;20,9;31,2;0
81118;2008;11;18;30,4583;66,7916;0,217391;6,98666;31,0833;#N/A;21,5;31,9;0
81119;2008;11;19;24,9583;57,9583;0,175;5,34916;27,9167;#N/A;20,8;31,1;0
81120;2008;11;20;22,625;52,2916;0,104166;8,07833;23,0417;#N/A;19,2;29,6;0
81121;2008;11;21;18,4545;48,8695;0,141666;5,13083;21,6667;#N/A;18,6;27,8;0
81122;2008;11;22;17,5833;55,7916;0,1125;5,24;20,875;#N/A;18,5;27,6;0
81123;2008;11;23;21,0417;49,3333;0,0999998;8,73333;23,0833;#N/A;18,6;28,8;0
81124;2008;11;24;24,2917;46,1739;0,0999998;9,4975;22,0417;#N/A;20;30,5;0
81125;2008;11;25;24,2917;57,875;0,145;6,65916;23,2917;#N/A;19,6;29,5;0
81126;2008;11;26;15,2917;47,75;0,0999998;4,2575;25,125;#N/A;16;23;0
81127;2008;11;27;17,4167;35;0,129166;4,585;18,9167;#N/A;17,2;23,9;0
81128;2008;11;28;17,5417;36,3333;0,1125;4,80333;18,0417;#N/A;18,2;27,3;0
81129;2008;11;29;20,5417;43,0833;0,113636;5,02166;17,4583;#N/A;20,4;29,6;0
81130;2008;11;30;24,375;43,3333;0;5,5675;18,6667;#N/A;21,6;30,7;0
81201;2008;12;1;18,7917;47,625;0;3,275;22,4583;#N/A;19;26,4;0
81202;2008;12;2;19,7917;55,25;0,491666;3,05666;24,4167;#N/A;17,5;25;0
81203;2008;12;3;18,1667;45,2083;0,362499;2,62;22,8333;#N/A;17,4;22,3;0
81204;2008;12;4;26,9583;47,3125;0,254166;4,47583;22,5417;#N/A;19,8;29,6;0
81205;2008;12;5;24,0417;58,4583;0,270833;5,45833;25,6667;#N/A;20,1;29,1;0
81206;2008;12;6;22,25;44,625;0,175;5,02166;21;#N/A;18,1;26,5;0
81207;2008;12;7;22,5;36,4583;0,141666;3,38416;16,5;#N/A;18,1;25,1;0
81208;2008;12;8;23,125;30,8333;0,129166;2,62;13,1667;#N/A;19;28,4;0
81209;2008;12;9;23,2083;46,375;0,25;3,38416;19,375;#N/A;21;31,1;0
81210;2008;12;10;28,625;52,5416;0,324999;5,24;24,2083;#N/A;22,7;32,8;0
81211;2008;12;11;21,25;72;0,374999;5,24;31,2083;#N/A;21,1;29,2;0
81212;2008;12;12;24,6667;52,1666;0,245833;5,45833;23,1667;#N/A;20;29,2;0
81213;2008;12;13;23,9167;50,4583;0,3125;6,8775;23,375;#N/A;20,8;30;0
81214;2008;12;14;23,9167;44,375;0,333333;6,98666;21,375;#N/A;20,9;31,2;0
81215;2008;12;15;16,75;33,2083;0,283333;2,9475;15,625;#N/A;17,8;24,3;0
81216;2008;12;16;19,125;38,3478;0,179166;5,13083;15,2917;#N/A;18,2;25,6;0
81217;2008;12;17;23,9167;57,5;0,254166;4,9125;23,7083;#N/A;20,5;29;0
81218;2008;12;18;25,375;53,2083;0,287499;3,93;22,25;#N/A;20,8;29,4;0
81219;2008;12;19;26,2083;51,5416;0,308332;6,98666;22,875;#N/A;20,4;30,2;0
81220;2008;12;20;19;47,75;0,1875;6,00416;19;#N/A;19,8;27,7;0
81221;2008;12;21;20,9583;39,6666;0,195833;6,8775;16,9167;#N/A;20;29;0
81222;2008;12;22;24,3333;50,375;0,204166;7,42333;20,3333;#N/A;22,1;30,2;0
81223;2008;12;23;25,8333;60,75;0,329166;10,3708;27;#N/A;21,4;31;0
81224;2008;12;24;19,5417;50,5;0,374999;6,55;21,8333;#N/A;21,2;30,5;0
81225;2008;12;25;22,4583;46,4583;0,554166;6,65916;20;#N/A;21,7;31,4;0
81226;2008;12;26;22;60,2083;0,3375;4,69416;27,875;#N/A;19,8;28,8;0
81227;2008;12;27;19,0833;50,6666;0,320833;3,38416;26,6667;#N/A;17,9;26,2;0
81228;2008;12;28;24,9167;38,25;0,254166;3,82083;18,4583;#N/A;21,2;30,9;0
81229;2008;12;29;25,5833;49,2916;0,387499;5,02166;23,3333;#N/A;23,8;34,2;0
81230;2008;12;30;26,8333;62,5416;0,437499;6,76833;28,3333;#N/A;22,9;32,3;0
81231;2008;12;31;29,4583;59,25;0,562499;4,585;33,125;#N/A;23,1;32,4;0
90101;2009;1;1;24,875;53,625;0,316666;6,00416;27,375;#N/A;20,3;28,7;0
90102;2009;1;2;25,3333;53,4166;0,279166;9,60666;27,2083;#N/A;22,3;32,5;0
90103;2009;1;3;28,4167;63,4166;0,416666;8,8425;31,25;#N/A;23,1;33;0
90104;2009;1;4;24,8333;51,4166;0,295833;4,47583;25,7083;#N/A;20,9;29,6;0
90105;2009;1;5;20,3333;48,5454;0,333333;5,895;23,0909;#N/A;22,8;32,4;0
90106;2009;1;6;18,0417;40;0,333333;5,13083;17,4167;#N/A;21,5;30,1;0
90107;2009;1;7;20,875;49,7916;0,362499;6,00416;19,2917;#N/A;20,9;29,9;0
90108;2009;1;8;26;49,5833;0,424999;8,1875;22,9167;#N/A;22,2;32,7;0
90109;2009;1;9;26,125;63,4583;0,270833;9,4975;27,0833;#N/A;22,7;33,5;0
90110;2009;1;10;26,25;68;0,2375;8,29666;28,375;#N/A;21,8;32,6;0
90111;2009;1;11;22,4167;76,4166;0,345833;8,29666;30,625;#N/A;22,6;31,9;0
90112;2009;1;12;20,8333;51,9166;0,245833;7,31416;23,2083;#N/A;22,2;31,8;0
90113;2009;1;13;25,0833;57,5;0,329166;6,98666;26,6667;#N/A;22,6;32,6;0
90114;2009;1;14;15,2917;41,2083;0,291666;0;16,5833;#N/A;20,9;29;0
90115;2009;1;15;24,1667;48;0,395833;7,991;22,5833;#N/A;22,8;32,3;0
90116;2009;1;16;23,75;46,7083;0,408332;5,45833;23,7083;#N/A;23,3;32,8;0
90117;2009;1;17;22,8333;71,7916;0,524999;6,00416;32,5833;#N/A;21;30,2;0
90118;2009;1;18;24,75;43,3333;0,495832;5,78583;20,9167;#N/A;21,9;30,8;0
90119;2009;1;19;26,6667;50,0416;0,529165;4,47583;24,375;#N/A;23,4;32,8;0
90120;2009;1;20;26,8333;66,2916;0,337499;5,5675;30,15;#N/A;22,8;32,2;0
90121;2009;1;21;24,6667;66,25;0,383333;2,62;29,9583;#N/A;22,7;32,8;0
90122;2009;1;22;25,9583;61,6666;0,395833;2,62;29,4583;#N/A;22,3;31,6;0
90123;2009;1;23;25,25;69,4166;0,387499;2,80284;33,2083;#N/A;21,8;30,8;0
90124;2009;1;24;19,375;35,125;0,3;0;19,0417;#N/A;19,1;24,9;0
90125;2009;1;25;24,875;32,7083;0,299999;3,66383;17,1667;#N/A;21,5;31,9;0
90126;2009;1;26;23,3333;44,7083;0,245833;5,895;22,2083;#N/A;21,8;31,7;0
90127;2009;1;27;31,7083;63,7916;0,333333;11,135;32,7083;#N/A;23,5;34,2;0
90128;2009;1;28;28,9583;78,5833;0,412499;6,76833;35,9583;#N/A;23,1;34;0
90129;2009;1;29;22,75;65,375;0,324999;4,80333;29,3333;#N/A;20,2;28,6;0
90130;2009;1;30;24,2917;55,8333;0,399999;4,03917;25,5833;#N/A;21,4;30,7;0
90131;2009;1;31;23,2917;47,125;0,445832;4,03917;22,5417;#N/A;22,2;31,4;0
90201;2009;2;1;24,7917;55,0833;0,216666;4,36666;25,6667;#N/A;20,2;29,9;0
90202;2009;2;2;20,5417;45,3333;0,170833;4,80333;22,9583;#N/A;18,9;28;0
90203;2009;2;3;21,7917;61,125;0,245833;5,67666;27,5833;#N/A;20,8;31,6;0
90204;2009;2;4;15,5;46,375;0,216666;3,16583;17,5833;#N/A;21,6;31,3;0
90205;2009;2;5;16,625;45,5416;0,208333;4,36666;20,9583;#N/A;20,9;30,2;0
90206;2009;2;6;22,9583;52,5833;0,268421;9,93416;23,9583;#N/A;21,3;31,8;0
90207;2009;2;7;21,2917;57,4166;0,287499;4,80333;25,7917;#N/A;19,7;29;0
90208;2009;2;8;26,5417;45,0416;0,324999;6,8775;23,0417;#N/A;22;31,6;0
90209;2009;2;9;18,625;68,375;0,404166;4,2575;28,1667;#N/A;19,7;29,9;0
90210;2009;2;10;23,4583;62,0416;0,391666;4,585;29,7083;#N/A;21,6;31,9;0
90211;2009;2;11;23,8333;62,4583;0,426086;4,40636;32,5;#N/A;23,8;34,6;0
90212;2009;2;12;24,4167;69,1304;0,260869;4,69416;34,1666;#N/A;22,8;32,8;0
90213;2009;2;13;22,3333;60,6666;0,233333;3,6025;27,0417;#N/A;22;31,4;0
90214;2009;2;14;25,875;64,7083;0,295833;4,03917;29,5417;#N/A;22,1;31,6;0
90215;2009;2;15;22,25;62,125;0,170833;3,05666;30,5;#N/A;20;29,6;0
90216;2009;2;16;16,7917;45,5263;0,274999;2,62;8,88887;#N/A;21,3;30,6;0
90217;2009;2;17;23,4167;54,0833;0,324999;3,05666;21,4167;#N/A;23,3;33;0
90218;2009;2;18;23,875;52,0833;0,225;2,72916;22,8333;#N/A;21;30,5;0
90219;2009;2;19;19,2083;44;0,316666;2,62;22,0417;#N/A;20;28,2;0
90220;2009;2;20;17,875;72,7083;0,320833;2,62;17,5;#N/A;20,9;29,8;0
90221;2009;2;21;17,6667;52,0833;0,183333;1,32175;19,875;#N/A;18,8;26,2;0
90222;2009;2;22;22,875;44,1666;0,299999;4,585;20,5417;#N/A;20;30,8;0
90223;2009;2;23;21,0833;69,4166;0,399999;4,03917;30,0417;#N/A;20,4;31,7;0
90224;2009;2;24;19,0833;56,5833;0,370832;2,62;23,375;#N/A;19,4;28,3;0
90225;2009;2;25;22,125;78,375;0,408333;2,62;28,25;#N/A;20,2;29,8;0
90226;2009;2;26;18,0833;78,5;0,412499;0;28,125;#N/A;20,3;28,7;0
90227;2009;2;27;20,9583;78,5416;0,358333;0;27,5;#N/A;19,9;26,9;0
90228;2009;2;28;9,14999;50,25;0,512499;2,62;24,0417;#N/A;17,7;21,1;1
90301;2009;3;1;19,6667;43,9583;0,254166;2,62;17,5833;#N/A;18,8;28,4;0
90302;2009;3;2;16,125;56,2272;0,320833;1,6985;18,8636;#N/A;19,5;29,4;0
90303;2009;3;3;9;42,1364;0,299999;0,380373;17,7273;#N/A;15;18,2;0
90304;2009;3;4;18,8333;51,625;0,341666;6,2167;19,9583;#N/A;19,7;29,5;0
90305;2009;3;5;23,75;79,625;0,566666;5,45833;28,4583;#N/A;21,3;32,7;0
90306;2009;3;6;16,2083;84,8333;0,758332;3,82083;30,875;#N/A;21,8;33,1;0
90307;2009;3;7;17,875;73,3333;0,708332;4,585;26,5;#N/A;21,2;32,4;0
90308;2009;3;8;24,0417;64;0,591665;3,49333;25,7917;#N/A;21;31,4;0
90309;2009;3;9;23,4583;73,875;0,541666;4,9125;27,7083;#N/A;21;31,8;0
90310;2009;3;10;16,25;66,5;0,320833;3,05666;24,8333;#N/A;17,6;25;0
90311;2009;3;11;23,8333;73,375;0,341666;5,45833;26,8333;#N/A;19,2;29;0
90312;2009;3;12;23,7083;69,7083;0,416666;3,49333;26,25;#N/A;21,4;32;0
90313;2009;3;13;23,0833;73,4166;0,429166;4,14833;27,8333;#N/A;21,7;31,7;0
90314;2009;3;14;22,3333;75,5;0,454166;3,16583;27,7917;#N/A;22;32;0
90315;2009;3;15;26,875;78,2083;0,545833;4,69416;28,1667;#N/A;20,9;34;0
90316;2009;3;16;17,9583;72,0416;0,383333;3,16583;26,2632;#N/A;19;28,2;0
90317;2009;3;17;22,2917;85,625;0,474999;4,14833;32,5416;#N/A;20,2;32,3;0
90318;2009;3;18;24;92,9166;0,533332;3,6025;35,8333;#N/A;19,2;29,6;0
90319;2009;3;19;14,5833;68,1666;0,433332;2,62;27,5;#N/A;16,7;24;0
90320;2009;3;20;20,5417;82,75;0,662499;2,62;34,7916;#N/A;18,3;28,8;0
90321;2009;3;21;24;83,5625;0,599998;0;37,3333;#N/A;18,9;29,6;0
90322;2009;3;22;24,125;104,65;0,554166;1,07627;40,8333;#N/A;19;28,9;0
90323;2009;3;23;19,7917;80,4166;0,458333;3,54705;33,9166;#N/A;18,4;29;0
90324;2009;3;24;18,4167;83,1666;0,370833;2,9475;28,5833;#N/A;17,4;28,1;0
90325;2009;3;25;21,375;92,2083;0,531817;3,57273;36,25;#N/A;18,1;27,9;0
90326;2009;3;26;20,1667;91;0,679166;3,49333;39,25;22;18,8;29,4;0
90327;2009;3;27;18,9167;77,7083;0,491666;2,83833;29,8333;19,1667;17,8;27,9;0
90328;2009;3;28;22,9583;91,2083;0,849999;4,03917;40,5833;18,2917;18,8;29,8;0
90329;2009;3;29;17,4167;51,6666;0,445832;2,72916;18,7083;8,625;18,5;28;0
90330;2009;3;30;16,8333;65,4583;0,479166;2,9475;26,3333;16,625;19,2;29,9;0
90331;2009;3;31;13,0417;84,125;0,554166;5,13083;29,7083;21,25;20,4;31,2;0
90401;2009;4;1;19,3333;79,375;0,515788;4,36666;28,3333;15,4583;19,1;28;0
90402;2009;4;2;14,0833;68,0416;0,270833;3,6025;27,4167;20,25;18,1;27,6;0
90403;2009;4;3;6,5;53,7083;0,316666;2,62;19,0417;12,125;16,6;24;0
90404;2009;4;4;13,875;50,1666;0,295833;3,82083;18,4167;12,6667;17,4;26,7;0
90405;2009;4;5;21,25;73,0833;0,766665;7,64166;27,9583;16,4167;17,6;29,1;0
90406;2009;4;6;17,5;94,5833;0,895832;6,33166;34,2083;21,9583;18,6;30,5;0
90407;2009;4;7;18,0833;105,792;0,887499;4,36666;39,6666;22,8333;19,4;30,2;0
90408;2009;4;8;15,4167;96,875;0,795833;3,6025;37,0416;22,2083;18;28;0
90409;2009;4;9;13,125;90,3333;0,787498;3,16583;34,9545;21,2917;16,7;25,8;0
90410;2009;4;10;12;55,4583;0,729165;2,62;27;13,5;16,4;24,6;0
90411;2009;4;11;12,375;56,6666;0,616665;2,62;25,0417;10,75;16;25;0
90412;2009;4;12;11,9583;50,6666;0,604165;0;22,2917;8,375;16;24,5;0
90413;2009;4;13;15,1667;73,9166;0,720832;1,22258;26,5833;17,9167;16,3;27,8;0
90414;2009;4;14;21,25;101,458;0,945832;4,67043;40,2083;23,375;18;30;0
90415;2009;4;15;16,7917;90,7083;0,512499;2,9475;43,2083;21,1667;16,3;26,8;0
90416;2009;4;16;17,4167;86,3333;0,566666;2,62;38,4166;18,8333;16,5;26,2;0
90417;2009;4;17;14,2083;108,875;0,824999;2,9475;40,9166;22,625;16;25,7;0
90418;2009;4;18;17;116,917;1,28333;5,13083;49,2916;26,625;16,2;29,5;0
90419;2009;4;19;22,0417;90,4583;1,25416;5,24;39,125;20,2917;16,5;29,7;0
90420;2009;4;20;14,4167;95,4583;0,845832;5,13083;38,2916;29,125;16,8;28,5;0
90421;2009;4;21;13,7917;133,917;1,19167;5,34916;46,7083;28,3333;17;28,8;0
90422;2009;4;22;16,125;87,2916;0,766665;3,49333;38,2083;20,2083;16,8;26,7;0
90423;2009;4;23;11,9167;79,6666;0,574999;7,96916;28,7083;17,9167;16,7;25,2;0
90424;2009;4;24;16,8333;122,667;0,862499;6,76833;48,1666;23,9583;14,8;25,6;0
90425;2009;4;25;18,6667;130,292;1,325;8,07833;55,9166;29,9167;14,1;26,3;0
90426;2009;4;26;23,625;112,833;1,26666;7,31416;51,8333;22,6667;14,9;27,2;0
90427;2009;4;27;12,25;92,0833;0,741665;3,93;40,2916;26,2083;12,5;22,7;0
90428;2009;4;28;13,875;122,667;1,225;4,9125;57,1666;26,3478;11,7;21,5;0
90429;2009;4;29;11,7083;102,333;0,808331;3,16583;51,3333;19,125;12;19,9;0
90430;2009;4;30;5,625;66,5416;0,908332;2,62;38;16,6667;9,9;15,2;0
90501;2009;5;1;18,625;92,5;0,991665;3,05666;56,625;22,5417;13,2;25,4;0
90502;2009;5;2;9;86,913;0,474999;2,62;42,25;11,875;8,7;13,8;0
90503;2009;5;3;14,0417;66,5833;0,449999;2,62;33,9166;11;11,8;17,4;0,2
90504;2009;5;4;8,5;41,7916;0,345833;2,79374;16,0417;10,5417;11,8;20,2;0
90505;2009;5;5;7,91666;150,958;1,7125;5,895;53,8333;26,9583;12,5;26;0
90506;2009;5;6;5,91666;120,625;1,34583;4,2575;53,6364;19,7083;11;17,4;0
90507;2009;5;7;3,95833;116,333;1,26666;3,38416;55,375;17,0833;10,7;15,6;0
90508;2009;5;8;11,4583;110,708;1,32083;3,38416;53;18,3333;11,9;23,6;0
90509;2009;5;9;7,70833;78,8333;0,770832;3,6025;38,7083;15,2917;12,8;21,6;0
90510;2009;5;10;2,83333;159,375;2,525;3,38416;80,75;26,9167;11,5;18,6;0
90511;2009;5;11;1,125;204,042;3,4375;5,5675;105,375;41,7916;14,2;20;0
90512;2009;5;12;3;122;1,85;5,13083;57,8333;28,125;13,8;20,8;3,5
90513;2009;5;13;1,54167;47,0416;1,075;3,05666;23;13,2917;15,4;19,4;0
90514;2009;5;14;2,75;70,826;1,1;3,05666;31,6667;10,75;14,4;20,2;0
90515;2009;5;15;5,04166;78,625;1,03333;4,03917;31,625;16,2083;14;22,2;0
90516;2009;5;16;3,08333;85,375;1,4875;4,36666;38,4166;17,0833;12,9;19,5;0
90517;2009;5;17;4,41666;42,2083;0,787499;2,72916;20,25;7,83333;14,1;18,2;0
90518;2009;5;18;6;65,9583;0,729166;3,71166;27,75;14;15;22,2;0
90519;2009;5;19;7,125;105,292;1,16666;5,895;36,6666;19,4167;13,5;25,6;0
90520;2009;5;20;9;134,667;2,05833;6,33166;51,5833;23,3333;11,7;22,8;0
90521;2009;5;21;13,625;120,417;1,95416;6,00416;50,8333;26,8333;12,6;25,8;0
90522;2009;5;22;12,2917;107,458;1,525;7,64166;40,0416;23,875;13,1;26,3;0
90523;2009;5;23;10,7917;99,9166;1,475;5,45833;44,4583;22,375;13,2;23,6;0
90524;2009;5;24;5,58333;99;1,74583;2,9475;52,1666;14,5833;13,3;17,1;0
90525;2009;5;25;1,375;25,9167;0,641665;2,62;15,4167;10,6667;12,8;14,2;0,7
90526;2009;5;26;4,54166;33,5;0,545833;5,895;16,6667;10,875;11,7;17,1;0
90527;2009;5;27;2,45833;109,25;1,3625;4,69416;45,7083;21,3333;8,4;15;0
90528;2009;5;28;3,54166;79,1666;0,924999;5,02166;40;16,4583;9,2;15,2;0
90529;2009;5;29;2;90;0,995831;3,05666;38,4166;17,7917;10,6;14,1;1,2
90530;2009;5;30;1,29167;67,9583;1,4125;2,9475;33,5416;16,9583;11,6;15,2;1,4
90531;2009;5;31;8,58333;78,0833;2,03333;3,82083;34,7916;14,2917;9,5;20,9;0
90601;2009;6;1;6,20833;116,792;2,22916;7,5325;45,0833;25,9167;10,6;24,4;0
90602;2009;6;2;6,875;137,625;2,49583;8,1875;50,0833;30,25;11,6;26;0
90603;2009;6;3;5,625;134,708;1,8125;9,06083;51,75;29,0833;11,3;22,2;0
90604;2009;6;4;7,04166;131,583;1,8875;8,62416;56,5;26,6667;11,7;22,4;0
90605;2009;6;5;5,66666;142,208;2,47916;8,1875;57,25;31,6667;11,2;25,1;0
90606;2009;6;6;6,41666;112,652;1,82916;7,09583;58;25,3333;8,9;19,6;0
90607;2009;6;7;5,33333;84,9583;0,795832;2,62;54,4166;14;7,1;10,4;0
90608;2009;6;8;5,95833;135,667;1,5875;4,2575;75,9166;27,2083;9,3;17,2;0
90609;2009;6;9;5,875;147,292;4,73372;7,31416;70,375;30,0417;8,7;21,4;0
90610;2009;6;10;6,95833;146,75;1,95833;9,17;60,9166;30,2083;9,7;22,4;0
90611;2009;6;11;4,875;161;2,76666;11,5717;70,2083;52,5217;9,7;24,8;0
90612;2009;6;12;6,58333;129,042;1,6375;7,31416;64,2916;68,6521;7,4;19,6;0
90613;2009;6;13;7,54166;100,292;0,812498;2,83833;60,25;33,75;9,2;15,5;0
90614;2009;6;14;1,04167;57,3333;1,08333;2,72916;39,9166;27,0833;8,2;10;16,6
90615;2009;6;15;1;53,4166;1,32916;2,83833;32;23,1667;8,6;12;0
90616;2009;6;16;1,25;97;1,80833;4,03917;44,375;29,9167;9,6;16,9;0
90617;2009;6;17;1,04167;67,4583;0,999998;4,03917;28,5417;22,8333;12,3;15;0
90618;2009;6;18;1;135,167;2,03333;6,76833;55,3333;29,4167;12,2;15,4;0
90619;2009;6;19;1,25;67,625;1,8125;4,47583;43,7083;17,896;9,8;11;33
90620;2009;6;20;2,08333;19,4167;0,595832;2,62;13,5833;6,55955;8,9;10,2;0,6
90621;2009;6;21;4,58333;35,9166;0,441666;2,72916;21,125;5,15771;7,9;12;0
90622;2009;6;22;1,625;88,1666;1,2;3,93;43,6666;7,85417;5,1;9,4;0
90623;2009;6;23;2,625;151,167;2;5,895;68,4166;19,8508;5,2;15,1;0
90624;2009;6;24;4,29166;147,958;2,39583;6,44083;72;15,4205;6,1;17,4;0
90625;2009;6;25;1,33333;123,833;2,15416;7,5325;65,5416;18,9579;7,3;12,3;0
90626;2009;6;26;1,16667;155,625;2,91249;7,31416;77;24,9167;9,5;17,3;0
90627;2009;6;27;1,75;102,875;2,17083;5,895;51,0416;19,3551;9,4;16,3;24,6
90628;2009;6;28;6,70833;11,5833;0,504166;2,62;7,45833;11,6741;8,2;9,8;25
90629;2009;6;29;4,41666;50,4583;1,5375;2,9475;23,9167;15,9702;7,2;13,6;0
